,ID_CLIENT,closed_loans_count,total_loans_count
271,106804641,1,1
272,106804642,1,1
273,106804643,1,1
274,106804644,1,1
275,106804645,1,1
276,106804646,1,1
277,106804647,1,1
278,106804648,1,1
279,106804649,1,1
280,106804650,1,1
281,106804651,1,1
282,106804652,1,1
283,106804653,1,1
284,106804654,1,1
285,106804655,1,1
286,106804656,1,1
287,106804657,1,1
288,106804658,1,1
289,106804659,1,1
290,106804660,1,1
291,106804661,1,1
292,106804662,1,1
293,106804663,1,1
294,106804664,1,1
295,106804665,1,1
296,106804666,0,1
297,106804667,1,1
298,106804668,1,1
299,106804669,1,1
300,106804670,1,1
301,106804671,1,1
302,106804672,1,1
303,106804673,1,1
304,106804674,0,1
305,106804675,0,1
306,106804676,0,1
307,106804677,1,1
308,106804678,0,1
309,106804679,0,1
310,106804680,1,1
311,106804681,1,1
312,106804682,0,1
313,106804683,0,1
314,106804684,0,1
315,106804685,0,1
316,106804686,0,1
317,106804687,0,1
318,106804688,0,1
319,106804689,0,1
320,106804690,0,1
321,106804691,0,1
322,106804692,1,1
323,106804693,0,1
324,106804694,0,1
325,106804695,0,1
326,106804696,1,1
327,106804697,0,1
328,106804698,1,1
329,106804699,0,1
330,106804700,0,1
331,106804701,0,1
332,106804702,0,1
333,106804703,0,1
334,106804704,0,1
335,106804705,0,1
336,106804706,0,1
337,106804707,0,1
338,106804708,0,1
339,106804709,0,1
340,106804710,0,1
341,106804711,0,1
342,106804712,0,1
343,106804713,0,1
344,106804714,0,1
345,106804715,0,1
346,106804716,1,2
347,106804717,0,1
348,106804718,1,1
349,106804719,1,1
350,106804720,0,1
351,106804721,0,1
352,106804722,0,1
353,106804723,0,1
354,106804724,0,1
355,106804725,1,1
356,106804726,0,1
357,106804727,1,1
358,106804728,0,1
359,106804729,0,1
360,106804730,0,1
361,106804731,0,1
362,106804732,0,1
363,106804733,0,1
364,106804734,1,1
365,106804735,0,1
366,106804736,0,1
367,106804737,0,1
368,106804738,0,1
369,106804739,0,1
370,106804740,1,1
371,106804741,0,1
372,106804742,0,1
373,106804743,0,1
374,106804744,1,1
375,106804745,1,1
376,106804746,1,1
377,106804747,1,1
378,106804748,0,1
379,106804749,0,1
380,106804750,0,1
381,106804751,0,1
382,106804752,0,1
383,106804753,0,1
384,106804754,0,1
385,106804755,0,1
386,106804756,1,1
387,106804757,0,1
388,106804758,0,1
389,106804759,0,1
390,106804760,0,1
391,106804761,0,1
392,106804762,0,1
393,106804763,0,1
394,106804764,0,1
395,106804765,0,1
396,106804766,0,1
397,106804767,0,1
398,106804768,0,1
399,106804769,1,1
400,106804770,0,1
401,106804771,0,1
402,106804772,0,1
403,106804773,0,1
404,106804774,0,1
405,106804775,0,1
406,106804776,0,1
407,106804777,0,1
408,106804778,0,1
409,106804779,0,1
410,106804780,0,1
411,106804781,0,1
412,106804782,1,1
413,106804783,0,1
414,106804784,0,1
415,106804785,0,1
416,106804786,0,1
417,106804787,1,1
418,106804788,0,1
419,106804789,0,1
420,106804790,0,2
421,106804791,0,2
422,106804792,0,1
423,106804793,1,1
424,106804794,0,1
425,106804795,0,1
426,106804796,0,1
427,106804797,0,1
428,106804798,0,1
429,106804799,1,1
430,106804800,0,1
431,106804801,1,1
432,106804802,0,1
433,106804803,1,1
434,106804804,0,1
435,106804805,0,1
436,106804806,0,1
437,106804807,0,1
438,106804808,0,1
439,106804809,1,1
440,106804810,0,1
441,106804811,0,1
442,106804812,1,1
443,106804813,0,1
444,106804814,0,1
445,106804815,1,1
446,106804816,0,1
447,106804817,0,1
448,106804818,1,1
449,106804819,0,1
450,106804820,0,1
451,106804821,0,1
452,106804822,0,1
453,106804823,0,1
454,106804824,0,1
455,106804825,0,1
456,106804826,1,1
457,106804827,1,1
458,106804828,0,1
459,106804829,0,1
460,106804830,0,1
461,106804831,0,1
462,106804832,0,1
463,106804833,0,1
464,106804834,0,1
465,106804835,0,1
466,106804836,0,1
467,106804837,0,1
468,106804838,0,1
469,106804839,1,1
470,106804840,0,1
471,106804841,0,1
472,106804842,0,1
473,106804843,0,1
474,106804844,0,1
475,106804845,0,1
476,106804846,0,1
477,106804847,0,1
478,106804848,1,1
479,106804849,1,1
480,106804850,0,1
481,106804851,0,1
482,106804852,1,1
483,106804853,0,1
484,106804854,0,1
485,106804855,0,1
486,106804856,1,1
487,106804857,1,1
488,106804858,1,1
489,106804859,0,1
490,106804860,0,1
491,106804861,0,1
492,106804862,1,1
493,106804863,0,1
494,106804864,0,1
495,106804865,1,1
496,106804866,0,1
497,106804867,0,1
498,106804868,0,1
499,106804869,0,1
500,106804870,0,1
501,106804871,0,1
502,106804872,1,1
503,106804873,0,1
504,106804874,0,1
505,106804875,0,1
506,106804876,1,1
507,106804877,1,1
508,106804878,0,1
509,106804879,0,1
510,106804880,0,1
511,106804881,0,1
512,106804882,1,1
513,106804883,0,1
514,106804884,0,1
515,106804885,0,1
516,106804886,1,2
517,106804887,0,1
518,106804888,1,1
519,106804889,0,1
520,106804890,1,1
521,106804891,1,1
522,106804892,0,1
523,106804893,0,1
524,106804894,0,1
525,106804895,1,1
526,106804896,0,1
527,106804897,0,1
528,106804898,0,1
529,106804899,0,1
530,106804900,0,1
531,106804901,0,1
532,106804902,0,1
533,106804903,0,1
534,106804904,0,1
535,106804905,0,1
536,106804906,1,1
537,106804907,0,1
538,106804908,0,1
539,106804909,0,1
540,106804910,0,1
541,106804911,1,1
542,106804912,1,1
543,106804913,0,1
544,106804914,0,1
545,106804915,0,1
546,106804916,1,1
547,106804917,0,1
548,106804918,0,1
549,106804919,0,1
550,106804920,0,1
551,106804921,0,1
552,106804922,0,1
553,106804923,0,1
554,106804924,0,1
555,106804925,1,1
556,106804926,0,1
557,106804927,0,1
558,106804928,0,1
559,106804929,0,1
560,106804930,0,1
561,106804931,1,1
562,106804932,0,1
563,106804933,0,1
564,106804934,0,1
565,106804935,1,1
566,106804936,0,1
567,106804937,0,1
568,106804938,0,1
569,106804939,1,1
570,106804940,0,1
571,106804941,0,1
572,106804942,1,1
573,106804943,0,1
574,106804944,0,1
575,106804945,1,2
576,106804946,1,1
577,106804947,0,1
578,106804948,0,1
579,106804949,0,1
580,106804950,0,1
581,106804951,0,1
582,106804952,0,1
583,106804953,0,1
584,106804954,0,1
585,106804955,0,1
586,106804956,1,1
587,106804957,0,1
588,106804958,0,1
589,106804959,0,1
590,106804960,1,1
591,106804961,0,1
592,106804962,0,1
593,106804963,1,1
594,106804964,1,1
595,106804965,0,1
596,106804966,0,1
597,106804967,0,1
598,106804968,0,1
599,106804969,1,1
600,106804970,0,1
601,106804971,1,1
602,106804972,0,1
603,106804973,0,1
604,106804974,1,1
605,106804975,0,1
606,106804976,0,1
607,106804977,0,1
608,106804978,0,1
609,106804979,0,1
610,106804980,0,1
611,106804981,0,1
612,106804982,0,1
613,106804983,1,1
614,106804984,0,1
615,106804985,0,1
616,106804986,0,1
617,106804987,0,1
618,106804988,0,2
619,106804989,0,1
620,106804990,0,1
621,106804991,0,1
622,106804992,0,1
623,106804993,0,1
624,106804994,0,1
625,106804995,1,1
626,106804996,1,1
627,106804997,0,1
628,106804998,0,1
629,106804999,0,1
630,106805000,0,1
631,106805001,0,1
632,106805002,0,1
633,106805003,0,1
634,106805004,0,1
635,106805005,0,1
636,106805006,1,1
637,106805007,0,1
638,106805008,0,1
639,106805009,0,1
640,106805010,0,1
641,106805011,0,1
642,106805012,0,1
643,106805013,0,1
644,106805014,0,1
645,106805015,0,1
646,106805016,0,1
647,106805017,0,1
648,106805018,0,1
649,106805019,0,1
650,106805020,0,1
651,106805021,0,1
652,106805022,0,1
653,106805023,1,1
654,106805024,1,1
655,106805025,0,1
656,106805026,0,1
657,106805027,0,1
658,106805028,0,1
659,106805029,0,1
660,106805030,1,1
661,106805031,0,1
662,106805032,0,1
663,106805033,0,1
664,106805034,0,1
665,106805035,0,1
666,106805036,1,1
667,106805037,0,1
668,106805038,0,1
669,106805039,0,1
670,106805040,0,1
671,106805041,0,1
672,106805042,0,1
673,106805043,0,1
674,106805044,0,1
675,106805045,0,1
676,106805046,1,1
677,106805047,0,1
678,106805048,0,1
679,106805049,0,1
680,106805050,0,1
681,106805051,0,1
682,106805052,0,1
683,106805053,0,1
684,106805054,1,1
685,106805055,0,1
686,106805056,0,1
687,106805057,0,1
688,106805058,0,1
689,106805059,0,1
690,106805060,0,1
691,106805061,0,1
692,106805062,0,1
693,106805063,0,1
694,106805064,0,1
695,106805065,0,1
696,106805066,1,1
697,106805067,0,1
698,106805068,0,1
699,106805069,0,1
700,106805070,0,1
701,106805071,1,1
702,106805072,0,1
703,106805073,0,1
704,106805074,0,1
705,106805075,0,1
706,106805076,1,1
707,106805077,0,1
708,106805078,0,1
709,106805079,0,1
710,106805080,0,1
711,106805081,0,1
712,106805082,0,1
713,106805083,0,1
714,106805084,0,1
715,106805085,0,1
716,106805086,0,1
717,106805087,0,1
718,106805088,0,1
719,106805089,0,1
720,106805090,0,1
721,106805091,0,1
722,106805092,0,1
723,106805093,0,1
724,106805094,0,1
725,106805095,0,1
726,106805096,0,1
727,106805097,0,1
728,106805098,0,1
729,106805099,1,1
730,106805100,1,1
731,106805101,0,1
732,106805102,0,1
733,106805103,0,1
734,106805104,0,1
735,106805105,0,1
736,106805106,0,1
737,106805107,0,1
738,106805108,0,1
739,106805109,0,1
740,106805110,0,1
741,106805111,0,1
742,106805112,0,1
743,106805113,0,1
744,106805114,0,1
745,106805115,0,1
746,106805116,1,1
747,106805117,0,1
748,106805118,1,1
749,106805119,0,1
750,106805120,0,1
751,106805121,0,1
752,106805122,0,1
753,106805123,0,1
754,106805124,0,1
755,106805125,1,1
756,106805126,0,1
757,106805127,1,1
758,106805128,0,1
759,106805129,0,1
760,106805130,0,1
761,106805131,0,1
762,106805132,1,1
763,106805133,0,1
764,106805134,0,1
765,106805135,0,1
766,106805136,0,1
767,106805137,0,1
768,106805138,0,1
769,106805139,0,1
770,106805140,0,1
771,106805141,0,1
772,106805142,0,1
773,106805143,0,1
774,106805144,0,1
775,106805145,0,1
776,106805146,0,1
777,106805147,0,1
778,106805148,0,1
779,106805149,1,1
780,106805150,0,1
781,106805151,0,1
782,106805152,0,1
783,106805153,1,1
784,106805154,0,1
785,106805155,0,1
786,106805156,0,1
787,106805157,0,1
788,106805158,0,1
789,106805159,0,1
790,106805160,0,1
791,106805161,0,1
792,106805162,0,1
793,106805163,0,1
794,106805164,0,1
795,106805165,0,1
796,106805166,0,1
797,106805167,0,1
798,106805168,0,1
799,106805169,0,1
800,106805170,0,1
801,106805171,0,1
802,106805172,0,1
803,106805173,0,1
804,106805174,0,1
805,106805175,0,1
806,106805176,0,1
807,106805177,0,1
808,106805178,1,1
809,106805179,0,1
810,106805180,0,1
811,106805181,1,1
812,106805182,0,1
813,106805183,0,1
814,106805184,0,1
815,106805185,1,1
816,106805186,0,1
817,106805187,0,1
818,106805188,0,1
819,106805189,1,1
820,106805190,0,1
821,106805191,0,1
822,106805192,0,1
823,106805193,1,1
824,106805194,0,1
825,106805195,0,1
826,106805196,0,1
827,106805197,0,1
828,106805198,0,1
829,106805199,0,1
830,106805200,0,1
831,106805201,0,1
832,106805202,0,1
833,106805203,0,1
834,106805204,0,1
835,106805205,0,1
836,106805206,0,1
837,106805207,0,1
838,106805208,0,1
839,106805209,0,1
840,106805210,0,1
841,106805211,1,1
842,106805212,0,1
843,106805213,1,1
844,106805214,0,1
845,106805215,0,1
846,106805216,1,1
847,106805217,0,1
848,106805218,0,2
849,106805219,0,1
850,106805220,0,1
851,106805221,1,1
852,106805222,0,1
853,106805223,0,1
854,106805224,0,1
855,106805225,0,1
856,106805226,0,1
857,106805227,0,1
858,106805228,0,1
859,106805229,0,1
860,106805230,0,1
861,106805231,0,1
862,106805232,0,1
863,106805233,0,1
864,106805234,0,1
865,106805235,0,1
866,106805236,0,1
867,106805237,0,1
868,106805238,0,1
869,106805239,0,1
870,106805240,0,1
871,106805241,1,1
872,106805242,1,1
873,106805243,1,1
874,106805244,1,1
875,106805245,0,1
876,106805246,0,1
877,106805247,0,1
878,106805248,0,1
879,106805249,0,1
880,106805250,0,1
881,106805251,0,1
882,106805252,0,1
883,106805253,1,1
884,106805254,0,1
885,106805255,0,1
886,106805256,0,1
887,106805257,0,1
888,106805258,0,1
889,106805259,1,1
890,106805260,0,1
891,106805261,0,1
892,106805262,0,1
893,106805263,0,1
894,106805264,0,1
895,106805265,0,1
896,106805266,0,1
897,106805267,0,1
898,106805268,0,1
899,106805269,0,1
900,106805270,0,1
901,106805271,0,1
902,106805272,0,1
903,106805273,0,1
904,106805274,0,1
905,106805275,0,1
906,106805276,0,1
907,106805277,1,1
908,106805278,0,1
909,106805279,0,1
910,106805280,0,1
911,106805281,0,1
912,106805282,0,1
913,106805283,0,1
914,106805284,0,1
915,106805285,0,1
916,106805286,0,1
917,106805287,0,1
918,106805288,0,1
919,106805289,0,1
920,106805290,0,1
921,106805291,0,1
922,106805292,0,1
923,106805293,0,1
924,106805294,0,1
925,106805295,0,1
926,106805296,0,1
927,106805297,0,1
928,106805298,0,1
929,106805299,0,1
930,106805300,0,1
931,106805301,0,1
932,106805302,0,1
933,106805303,0,1
934,106805304,0,1
935,106805305,0,1
936,106805306,0,1
937,106805307,0,1
938,106805308,0,1
939,106805309,0,1
940,106805310,0,1
941,106805311,0,1
942,106805312,0,1
943,106805313,0,1
944,106805314,0,1
945,106805315,0,1
946,106805316,0,1
947,106805317,1,1
948,106805318,0,1
949,106805319,0,1
950,106805320,0,1
951,106805321,0,1
952,106805322,0,1
953,106805323,0,1
954,106805324,0,1
955,106805325,0,1
956,106805326,0,1
957,106805327,0,1
958,106805328,0,1
959,106805329,0,1
960,106805330,0,1
961,106805331,0,1
962,106805332,0,1
963,106805333,0,1
964,106805334,0,1
965,106805335,0,1
966,106805336,0,1
967,106805337,0,1
968,106805338,0,1
969,106805339,0,1
970,106805340,0,1
971,106805341,0,1
972,106805342,0,1
973,106805343,0,1
974,106805344,0,1
975,106805345,0,1
976,106805346,0,1
977,106805347,0,1
978,106805348,0,1
979,106805349,0,1
980,106805350,0,1
981,106805351,0,1
982,106805352,0,1
983,106805353,0,1
984,106805354,0,1
985,106805355,0,1
986,106805356,0,2
987,106805357,0,1
988,106805358,0,1
989,106805359,0,1
990,106805360,0,1
991,106805361,0,1
992,106805362,0,1
993,106805363,0,1
994,106805364,0,1
995,106805365,0,1
996,106805366,0,1
997,106805367,0,1
998,106805368,0,1
999,106805369,0,1
1000,106805370,0,1
1001,106805371,0,1
1002,106805372,0,1
1003,106805373,0,1
1004,106805374,0,1
1005,106805375,0,1
1006,106805376,0,1
1007,106805377,0,1
1008,106805378,0,1
1009,106805379,0,1
1010,106805380,0,1
1011,106805381,0,1
1012,106805382,0,1
1013,106805383,0,1
1014,106805384,0,1
1015,106805385,0,1
1016,106805386,0,1
1017,106805387,0,1
1018,106805388,0,1
1019,106805389,0,1
1020,106805390,0,1
1021,106805391,0,1
1022,106805392,0,1
1023,106805393,0,1
1024,106805394,0,1
1025,106805395,0,1
1026,106805396,0,1
1027,106805397,0,1
1028,106805398,0,1
1029,106805399,0,1
1030,106805400,0,1
1031,106805401,0,1
1032,106805402,0,1
1033,106805403,0,1
1034,106805404,0,1
1035,106805405,0,1
1036,106805406,0,1
1037,106805407,0,1
1038,106805408,0,1
1039,106805409,0,1
1040,106805410,0,1
1041,106805411,0,1
1042,106805412,0,1
1043,106805413,0,1
1044,106805414,0,1
1045,106805415,0,1
1046,106805416,0,1
1047,106805417,0,1
1048,106805418,0,1
1049,106805419,0,1
1050,106805420,0,1
1051,106805421,0,1
1052,106805422,0,1
1053,106805423,0,1
1054,106805424,0,1
1055,106805425,0,1
1056,106805426,0,1
1057,106805427,0,1
1058,106805428,0,1
1059,106805429,0,1
1060,106805430,0,1
1061,106805431,0,1
1062,106805432,0,1
1063,106805433,0,1
1064,106805434,0,1
1065,106805435,1,1
1066,106805436,0,1
1067,106805437,0,1
1068,106805438,0,1
1069,106805439,0,1
1070,106805440,0,1
1071,106805441,0,1
1072,106805442,0,1
1073,106805443,0,1
1074,106805444,0,1
1075,106805445,0,1
1076,106805446,0,1
1077,106805447,0,1
1078,106805448,0,1
1079,106805449,0,1
1080,106805450,0,1
1081,106805451,0,1
1082,106805452,0,1
1083,106805453,0,1
1084,106805454,0,1
1085,106805455,0,1
1086,106805456,0,1
1087,106805457,0,1
1088,106805458,0,1
1089,106805459,0,1
1090,106805460,0,1
1091,106805461,0,1
1092,106805462,0,1
1093,106805463,0,1
1094,106805464,0,1
1095,106805465,0,1
1096,106805466,0,1
1097,106805467,0,1
1098,106805468,0,1
1099,106805469,0,1
1100,106805470,0,1
1101,106805471,0,1
1102,106805472,0,1
1103,106805473,0,1
1104,106805474,0,1
1105,106805475,0,1
1106,106805476,0,1
1107,106805477,0,1
1108,106805478,0,1
1109,106805479,0,1
1110,106805480,0,1
1111,106805481,0,1
1112,106805482,0,1
1113,106805483,0,1
1114,106805484,0,1
1115,106805485,0,1
1116,106805486,0,1
1117,106805487,0,1
1118,106805488,0,1
1119,106805489,0,1
1120,106805490,0,1
1121,106805491,0,1
1122,106805492,0,1
1123,106805493,0,1
1124,106805494,0,1
1125,106805495,0,1
1126,106805496,0,1
1127,106805497,0,1
1128,106805498,0,1
1129,106805499,0,1
1130,106805500,0,1
1131,106805501,0,1
1132,106805502,0,1
1133,106805503,0,1
1134,106805504,0,1
1135,106805505,0,1
1136,106805506,0,1
1137,106805507,0,1
1138,106805508,0,1
1139,106805509,0,1
1140,106805510,0,1
1141,106805511,0,1
1142,106805512,0,1
1143,106805513,0,1
1144,106805514,1,1
1145,106805515,0,1
1146,106805516,0,1
1147,106805517,0,1
1148,106805518,1,1
1149,106805519,0,1
1150,106805520,1,1
1151,106805521,0,1
1152,106805522,0,1
1153,106805523,0,1
1154,106805524,0,1
1155,106805525,1,1
1156,106805526,0,1
1157,106805527,0,1
1158,106805528,1,1
1159,106805529,0,1
1160,106805530,0,1
1161,106805531,0,1
1162,106805532,0,1
1163,106805533,0,1
1164,106805534,0,1
1165,106805535,0,1
1166,106805536,0,1
1167,106805537,0,1
1168,106805538,0,1
1169,106805539,0,1
1170,106805540,0,1
1171,106805541,0,1
1172,106805542,0,1
1173,106805543,0,1
1174,106805544,0,1
1175,106805545,0,1
1176,106805546,0,1
1177,106805547,0,1
1178,106805548,0,1
1179,106805549,0,1
1180,106805550,0,1
1181,106805551,0,1
1182,106805552,0,1
1183,106805553,0,1
1184,106805554,0,1
1185,106805555,0,1
1186,106805556,0,1
1187,106805557,0,1
1188,106805558,0,1
1189,106805559,0,1
1190,106805560,0,1
1191,106805561,0,1
1192,106805562,0,1
1193,106805563,0,1
1194,106805564,0,1
1195,106805565,0,1
1196,106805566,0,1
1197,106805567,0,1
1198,106805568,0,1
1199,106805569,0,1
1200,106805570,0,1
1201,106805571,0,1
1202,106805572,0,1
1203,106805573,0,1
1204,106805574,0,1
1205,106805575,0,1
1206,106805576,0,1
1207,106805577,0,1
1208,106805578,0,1
1209,106805579,0,1
1210,106805580,0,1
1211,106805581,0,1
1212,106805582,0,1
1213,106805583,0,1
1214,106805584,0,1
1215,106805585,0,1
1216,106805586,0,1
1217,106805587,0,1
1218,106805588,0,1
1219,106805589,0,1
1220,106805590,0,1
1221,106805591,0,1
1222,106805592,0,1
1223,106805593,0,1
1224,106805594,0,1
1225,106805595,0,1
1226,106805596,0,1
1227,106805597,0,1
1228,106805598,0,1
1229,106805599,0,1
1230,106805600,0,1
1231,106805601,0,1
1232,106805602,0,1
1233,106805603,0,1
1234,106805604,0,1
1235,106805605,0,1
1236,106805606,0,1
1237,106805607,0,1
1238,106805608,0,1
1239,106805609,1,1
1240,106805610,1,1
1241,106805611,0,1
1242,106805612,0,1
1243,106805613,1,1
1244,106805614,1,1
1245,106805615,0,1
1246,106805616,1,1
1247,106805617,0,1
1248,106805618,1,1
1249,106805619,0,1
1250,106805620,0,1
1251,106805621,0,1
1252,106805622,1,1
1253,106805623,0,1
1254,106805624,0,1
1255,106805625,0,1
1256,106805626,0,1
1257,106805627,0,1
1258,106805628,0,1
1259,106805629,0,1
1260,106805630,0,1
1261,106805631,0,1
1262,106805632,0,1
1263,106805633,0,1
1264,106805634,0,1
1265,106805635,0,1
1266,106805636,0,1
1267,106805637,1,1
1268,106805638,0,1
1269,106805639,0,1
1270,106805640,0,1
1271,106805641,0,1
1272,106805642,1,1
1273,106805643,0,1
1274,106805644,0,1
1275,106805645,0,1
1276,106805646,0,1
1277,106805647,0,2
1278,106805648,0,1
1279,106805649,0,1
1280,106805650,0,1
1281,106805651,0,1
1282,106805652,0,1
1283,106805653,0,1
1284,106805654,0,1
1285,106805655,0,1
1286,106805656,0,1
1287,106805657,0,1
1288,106805658,0,1
1289,106805659,0,1
1290,106805660,0,1
1291,106805661,1,1
1292,106805662,0,1
1293,106805663,0,1
1294,106805664,0,1
1295,106805665,0,1
1296,106805666,0,1
1297,106805667,0,1
1298,106805668,0,1
1299,106805669,0,1
1300,106805670,0,1
1301,106805671,0,1
1302,106805672,0,1
1303,106805673,0,1
1304,106805674,0,1
1305,106805675,0,1
1306,106805676,0,1
1307,106805677,0,1
1308,106805678,0,1
1309,106805679,0,1
1310,106805680,0,1
1311,106805681,0,1
1312,106805682,0,1
1313,106805683,0,1
1314,106805684,0,1
1315,106805685,0,1
1316,106805686,0,1
1317,106805687,0,1
1318,106805688,0,1
1319,106805689,0,1
1320,106805690,1,1
1321,106805691,1,1
1322,106805692,0,1
1323,106805693,1,1
1324,106805694,0,1
1325,106805695,0,1
1326,106805696,1,1
1327,106805697,1,1
1328,106805698,1,1
1329,106805699,0,1
1330,106805700,1,2
1331,106805701,1,1
1332,106805702,1,1
1333,106805703,1,1
1334,106805704,1,1
1335,106805705,1,1
1336,106805706,1,1
1337,106805707,0,1
1338,106805708,1,1
1339,106805709,0,1
1340,106805710,0,1
1341,106805711,1,1
1342,106805712,0,1
1343,106805713,2,2
1344,106805714,1,1
1345,106805715,1,1
1346,106805716,1,1
1347,106805717,1,1
1348,106805718,1,1
1349,106805719,1,1
1350,106805720,1,1
1351,106805721,2,2
1352,106805722,1,1
1353,106805723,1,1
1354,106805724,1,1
1355,106805725,1,1
1356,106805726,2,2
1357,106805727,1,2
1358,106805728,1,1
